cluster_id,topic,title,abstract,venue,year
2,Machine Learning & Modeling,modeling of carbon nanotube field-effect transistor with nanowelding treatment,"an efficient and universal numerical model of carbon nanotube (cn) field-effect transistor (fet) with nanowelding treatment has been developed. in this model, an analytic expression of carrier distribution of intrinsic cn is incorporated into the modified poisson equation where a parameter @h is adopted to account for the effect of ultrasonic nanowelding on the cn/metal contact. the electrostatic potential of cn is derived by newton-raphson iteration which makes the model efficient for the cnfet simulation. the current-voltage characteristics are calculated using the landauer formalism. the device performance is investigated in detail by scaling power supply voltage, insulator thickness and cn diameter.",Microelectronics Journal,2009
7,Software Engineering & Web Systems,experience using web services for biological sequence analysis,"programmatic access to data and tools through the web using so-called web services has an important role to play in bioinformatics. in this article, we discuss the most popular approaches based on soap/ws-i and rest and describe our, a cross section of the community, experiences with providing and using web services in the context of biological sequence analysis. we briefly review main technological approaches as well as best practice hints that are useful for both users and developers. finally, syntactic and semantic data integration issues with multiple web services are discussed.",Briefings in Bioinformatics,2008
8,"Algorithms, Graph Theory & Optimization",on the sum constraint: relaxation and applications,"the global constraint sum can be used as a tool to implement summations over sets of variables whose indices are not known in advance. this paper has two major contributions. on the theoretical side, we present the convex hull relaxation for the sum constraint in terms of linear inequalities, whose importance in the context of hybrid models is then justified. on the practical side, we demonstrate the applicability of the sum constraint in a scheduling problem that arises as part of the development of new products in the pharmaceutical and agrochemical industries. this problem can be modeled in two alternative ways: by using the sum constraint in a natural and straightforward manner, or by using the element constraint in a trickier fashion. with the convex hull relaxation developed earlier, we prove that the linear relaxation obtained from the former model is tighter than the one obtained from the latter. moreover, our computational experiments indicate that the cp model based on the sum constraint is significantly more efficient as well.",principles and practice of constraint programming,2002
2,Machine Learning & Modeling,byzantine vector consensus in complete graphs,"consider a network of  n  processes, each of which has a  d -dimensional vector of reals as its  input . each process can communicate directly with all the processes in the system; thus the communication network is a  complete graph . all the communication channels are reliable and fifo (first-in-first-out).   we prove that in a synchronous system,  n ≥ max(3 f +1, ( d +1) f +1) is necessary and sufficient for achieving byzantine vector consensus.   in an asynchronous system, it is known that  exact  consensus is impossible in presence of faulty processes. for an asynchronous system, we prove that  n ≥ ( d +2) f +1 is necessary and sufficient to achieve  approximate  byzantine vector consensus.   our sufficiency proofs are constructive. we prove sufficiency by providing explicit algorithms that solve exact bvc in synchronous systems, and approximate bvc in asynchronous systems.",principles of distributed computing,2013
7,Software Engineering & Web Systems,a concept for language-oriented security testing,"today's ongoing trend towards intense usage of web service based applications in daily business and everybody's daily life poses new challenges for security testing. additionally, such applications mostly not execute in their own runtime environment but instead are deployed in some data center, run alongside multiple other applications, and serve different purposes for sundry user domains with diverging security requirements. as a consequence, security testing also has to adapt to be able to meet the necessary requirements for each application in its domain and its specific security requirements. in addition, security testing needs to be feasible for both service providers and consumers. in our paper we identify drawbacks of existing security testing approaches and provide directions for meeting emerging challenges in future security testing approaches. we also introduce and describe the idea of language-oriented security testing, a novel testing approach building upon domain-specific languages and domain knowledge to meet future requirements in security testing.",,2013
7,Software Engineering & Web Systems,private practice: using digital diaries and interviews to understand evangelical christians’ choice and use of religious mobile applications,"religious mobile applications (apps) offer a relatively new space for religious practices such as studying sacred texts, prayer, and meditation. to date, most studies in the digital religion literature, and to some extent in general mobile app studies, focus inquiry on app content and/or design only. this study advances these areas of study by extending inquiry to the mobile app audience by exploring how evangelical christians actually choose and use religious mobile apps, and how app engagement informs their religious identities. data from qualitative digital diary reports and in-depth interviews were analyzed within campbell’s networked religion framework, specifically through the storied identity and networked community concepts. findings explicate the combination of online and offline resources used for choosing apps, shifting core religious practices from offline to mobile contexts, and a lack of networked community engagement for sharing private religious app experiences.",New Media & Society,2017
2,Machine Learning & Modeling,adaptivisor: assisting eye adaptation via occlusive optical see-through head-mounted displays,"brightness adaptation is a fundamental ability in human visual system, and adjusts various levels of darkness and light. while this ability is continuously used, and it can mostly handle sudden lighting changes in the environment, the adaptation could still take several minutes. moreover, during the adaptation, the color perception changes as well. this slow reactivity and perception change of the eyes could lead to mistakes for tasks performed in dazzling or temporally high-contrast environments such as when driving into the sun or during a welding process.   we present adaptivisor, a vision augmentation system that assists the brightness adaptation of the eye. our system selectively modulates the intensity of the light coming into the eyes via occlusion-capable optical see-through head-mounted displays (ost-hmd). an integrated camera captures highlights and brightness in the environment via high-dynamic range capture, and our display system selectively dims or enhances part of field of views so that the user would not perceive rapid brightness changes. we build a proof-of-concept system to evaluate the feasibility of the adaptation assistance by combining a transmissive lcd panel and an ost-hmd, and test it with a user-perspective, view-point camera. the evaluation shows that the system decreases the overexposed area in a scene to 1/15th, and enhances the color by reducing majorly underexposed area to half. we also include a preliminary user trial and it indicates that the system also works for real eyes for the hmd part and to some extent for the lcd.",,2017
4,Computer Vision & Image Processing,automatic assessment of knee osteoarthritis parameters from two-dimensional x-ray image,"knee osteoarthritis (oa) is one of the most common body complaints worldwide. as the prevalence of knee oa increases with age, the overall burden of this disease is expected to increase with the aging of the population. to assist doctors with accurate and reproducible assessment of knee oa parameters, we proposed an automatic approach using distance-based active shape models (asm) to calculate the geometric parameters between tibia and femur from an anterior-posterior knee radiograph. the proposed method employs the distance from knee joint boundary as one of the parameters in the cost function to cope with the weakness of traditional asm, which is easily trapped by outlier configurations when approaching target boundary points. the experimental results show our system can derive these parameters accurately and efficiently.","international conference on innovative computing, information and control",2006
4,Computer Vision & Image Processing,keyword spotting in handwritten documents using projections of oriented gradients,"in this paper, we present a novel approach for segmentation-based handwritten keyword spotting. the proposed approach relies upon the extraction of a simple yet efficient descriptor which is based on projections of oriented gradients. to this end, a global and a local word image descriptors, together with their combination, are proposed. retrieval is performed using to the euclidean distance between the descriptors of a query image and the segmented word images. the proposed methods have been evaluated on the dataset of the icfhr 2014 competition on handwritten keyword spotting. experimental results prove the efficiency of the proposed methods compared to several state-of-the-art techniques.",document analysis systems,2016
2,Machine Learning & Modeling,on bargaining based point solution to cooperative tu games,"consider the cooperative coalition games with side payments. bargaining sets are calculated for all possible coalition structures to obtain a collection of imputations rather than single imputation. our aim is to obtain a single payoff vector, which is acceptable by all players of the game under grand coalition. though shapely value is a single imputation, it is based on fair divisions rather than bargaining considerations. so, we present a method to obtain a single imputation based on bargaining considerations.",International Game Theory Review,2007
6,Signal Processing & Communications,efficient power conversion for ultra low voltage micro scale energy transducers,"energy harvesting has emerged as a feasible and attractive option to improve battery lifetime in micro-scale electronic systems such as biomedical implants and wireless sensor nodes. a key challenge in designing micro-scale energy harvesting systems is that miniature energy transducers (e.g., photovoltaic cells, thermo-electric generators, and fuel cells) output very low voltages (0--0.4v). therefore, a fully on-chip power converter (usually based on a charge pump) is used to boost the output voltage of the energy transducer and transfer charge into an energy buffer for storage. however, the charge transfer capability of widely used linear charge pump based power converters degrades when used with ultra-low voltage energy transducers. this paper presents the design of a new tree topology charge pump that has a reduced charge sharing time, leading to an improved charge transfer capability. the proposed design has been implemented using 65nm technology and circuit simulations demonstrate that the proposed design results in an increase of up to 30% in harvested power compared to existing linear charge pumps.","design, automation, and test in europe",2010
2,Machine Learning & Modeling,on the non-existence of a class of configurations which are nearly generalized n-gons,"abstract   it is known [10] that if  p  is a  v × v(n, s, s) -configuration with  n  ⩾ 3 and  s  ⩾ 2, then  v  ⩾  v  0  ≡ 1 +  s  +  s  2  + … +  s   n −1 , with strict inequality holding unless  n  = 3, 4, or 6. in this paper conditions on  n  and  s  are found which imply  v  ≠  v  0  + 1. indeed, we conjecture that equality can hold only when  n  = 3 and  s  = 2 or  s  = 3.",Journal of Combinatorial Theory,1972
4,Computer Vision & Image Processing,face super-resolution using coherency sensitive hashing,"abstract we present a novel technique for the problem of super-resolution of facial data. the method uses a patch-basedtechnique, and for each low-resolution input image patch, we seek the best matching patches from a database offace images using the coherency sensitive hashing technique. coherency sensitive hashing relies on hashing tocombine image coherence cues and image appearance cues to e ectively nd matching patches in images. thisdi ers from existing methods that apply a high-pass lter on input patches to extract local features. we thenperform a weighted sum of the best matching patches to get the enhanced image. we compare with state-of-the-art techniques and observe that the approach provides better performance in terms of both visual quality andreconstruction error.keywords: face super-resolution, coherency sensitive hashing, patch-based, residual patches 1. introduction the goal of super-resolution (sr) is to generate high-resolution images (hr) from one or more low-resolution(lr) images. in this paper, we are primarily concerned with the super-resolution of low-resolution face images.facial data appears in a wide variety of source content such as broadcast, mobile acquisition and surveillance,and our interest in increasing the resolution of this data is to improve the user experience of viewing facialcontent on ultra high de nition 4k and 8k displays.existing sr techniques often rely on learning based approaches. sun et al.",Proceedings of SPIE,2015
0,Networking & Wireless Communication,study of handoff performance in a mobile wimax network,"various attempts are being made to integrate the widely deployed disparate terrestrial wireless networks in order to provide global roaming. among the attempts, the handoff is a major concern since it is the basis for any session continuity. this paper aims to provide a handoff in mobile wimax network (ieee 802.16e). mobile wimax is a fast growing broadband access technology that enables low-cost mobile internet applications, and realizes the convergence of mobile and fixed broadband access in single air interface and network architecture. this paper reveals some challenges that mobile users face when travelling across different base stations in a mobile wimax environment. one of the main goals when traversing between the networks, as a mobile user, is to ensure the loss of data or loss of connectivity does not occur as a result of handoff. this paper aims to study the handoff latency and throughput performance with respect to different velocities and focuses on simulation approach for conducting investigative studies for this framework.","international conference on control, automation, robotics and vision",2010
2,Machine Learning & Modeling,the model of grey periodic incidence and their rehabilitation,"grey incidence model determines the closeness degree from the closeness and similarity of statistical sequencepsilas geometrical form. traditional grey incidence model calculates statistical sequencepsilas correlation degree from the perspectives of its acreage, slope, changing velocity, etc. these incidence models have dual influences exerted by horizontal and vertical coordinates. subsequently, inference of other factors occurs when we analyze the relationship between statistical sequencepsilas individual factors. to overcome this limitation, the author puts forward the periodic correlation model and draws the conclusion that the model is in reference to the fluctuation period of the wave, but is independent of its swing, and that it can show the positive-negative relevance. this model is then applied to carry out a research into the periodical relationship between gdp and residential consumption, which comes out to be an effective one.","systems, man and cybernetics",2007
8,"Algorithms, Graph Theory & Optimization",graph-based approach to automatic taxonomy generation (grabtax),"we propose a novel graph-based approach for constructing concept hierarchy from a large text corpus. our algorithm, grabtax, incorporates both statistical co-occurrences and lexical similarity in optimizing the structure of the taxonomy. to automatically generate topic-dependent taxonomies from a large text corpus, grabtax first extracts topical terms and their relationships from the corpus. the algorithm then constructs a weighted graph representing topics and their associations. a graph partitioning algorithm is then used to recursively partition the topic graph into a taxonomy. for evaluation, we apply grabtax to articles, primarily computer science, in the citeseerx digital library and search engine. the quality of the resulting concept hierarchy is assessed by both human judges and comparison with wikipedia categories.",arXiv: Information Retrieval,2013
2,Machine Learning & Modeling,non interleaving process algebra,"we study a non interleaving subalgebra of a reduct of a model of acp. the model#n#discussed uses step bisimulation semantics. we can derive identities in this model with the#n#help of the (interleaving) acp calculus with multi-actions. we study the connection with#n#petri nets, and introduce causalities and a causal state operator.",international conference on concurrency theory,1993
2,Machine Learning & Modeling,cramer-rao bounds for wavelet transform-based instantaneous frequency estimates,"we use an asymptotic integral approximation of a wavelet transform as a model for the estimation of instantaneous frequency (if). our approach allows the calculation of the cramer-rao bound for the if variance at each time directly, without the need for explicit phase parameterization. this is in contrast to other approaches where the cramer-rao bounds rely on a preliminary decomposition of the if with respect to a (usually polynomial) basis. attention is confined to the morlet wavelet transform of single-component signals corrupted with additive gaussian noise. potential computationally and statistically efficient if extraction algorithms suggested by the analysis are also discussed.",IEEE Transactions on Signal Processing,2003
2,Machine Learning & Modeling,a coupled model for the indegree and outdegree analysis of the web,abstract we introduce a mixed model for the web graph that simultaneously describes the inlink and outlink distributions by taking into account the interconnection of the two processes. we derive an expression for the steady-state distribution of indegrees (outdegrees) among vertices with fixed outdegree (indegree) in terms of sums of beta functions. experimentation on subsets of the real web shows that the proposed distributions well reproduce the behavior of the observed data.,Internet Mathematics,2011
9,Fuzzy Systems & Decision Making,efficient algorithms for computing a class of subsethood and similarity measures for interval type-2 fuzzy sets,"subsethood and similarity measures are important concepts in fuzzy set (fs) theory. there are many different definitions of them, for both type-1 (t1) fss and interval type-2 (it2) fss. in this paper, rickard et al.'s definition of it2 fs subsethood measure, extended from kosko's t1 fs subsethood measure using the representation theorem, and nguyen and kreinovich's it2 fs similarity measure, extended from the jaccard similarity measure for t1 fss, are introduced. efficient algorithms for computing them are also proposed. simulations demonstrate that our proposed algorithms outperform existing algorithms in the literature.",ieee international conference on fuzzy systems,2010
2,Machine Learning & Modeling,using induction to prove properties of distributed programs,"proofs of distributed programs are often informal due to the difficulty of developing formal proofs. properties of distributed programs are often stated using lamport's causally-precedes relation and its complement, not-causally-precedes. properties that involve the causally-precedes relation are fairly straight forward to prove using induction. however, properties that involve not-causally-precedes are quite difficult to prove. such properties are common since predicates on the global state of a system implicitly use the not-causally-precedes relation. this paper presents a method of induction on the not-causally-precedes relation and demonstrates the technique by formally proving a variant of the well known algorithm for maintaining a vector clock. >",international parallel and distributed processing symposium,1993
6,Signal Processing & Communications,matrix based computation of floating-point roundoff noise,"a matrix-based procedure is presented for computing the output roundoff power for filters implemented with floating-point arithmetic. the filter's computational structure is represented in terms of a product of matrices, known as a factored state variable description. the quantities needed to compute the output roundoff noise power are obtained from the factored state variable description by matrix manipulation. the expression for output roundoff noise power is shown to be of the same form as that for fixed-point arithmetic roundoff noise. comparison indicates that, under very general conditions, fixed-point arithmetic provides better roundoff noise performance than floating-point arithmetic. several examples are provided. >","IEEE Transactions on Acoustics, Speech, and Signal Processing",1989
8,"Algorithms, Graph Theory & Optimization",a simulated annealing-based approach to the optimal synthesis of heat-integrated distillation sequences,"a simulated annealing-based approach to synthesis of multi-component distillation systems is developed. an encoding procedure that makes use of an integer number series is developed to represent and manipulate the flow sheet structure of the system. with the representation procedure, the overall synthesis problem is formulated as an implicit mixed-integer nonlinear programming (minlp) problem. a simulated annealing approach suitable for minlp optimization is adopted and improved to solve the problem. four example problems, including large-scale ones are solved to illustrate the approach.",Computers & Chemical Engineering,2009
3,Robotics & Control Systems,a model of dual control mechanisms through anterior cingulate and prefrontal cortex interactions,"a computational model is presented that describes dual mechanisms of cognitive control through interactions between the prefrontal cortex (pfc) and anterior cingulate cortex (acc). one mechanism, reactive control, consists in the transient activation of pfc, based on conflict detected in acc over a short time-scale. the second mechanism, proactive control, consists in the sustained active maintenance of task-set information in a separate pfc module, driven by long time-scale conflict detected in a separate acc unit. the computational function of the first mechanism is to suppress the activation of task-irrelevant information just prior to when it could interfere with responding. the role of the second mechanism is to prime task-relevant processing pathways prior to stimulus-onset, in a preparatory fashion. the model provided an excellent fit to both the behavioral and brain imaging data from a previous detailed empirical study on humans performing the color-word version of the stroop task. the model captured changes in reaction times across conditions, accuracy, and transient and sustained activity dynamics within lateral pfc and acc.",Neurocomputing,2006
3,Robotics & Control Systems,algorithms and the calculation of nash equilibria for multi-objective control of time-discrete systems and polynomial-time algorithms for dynamic c-games on networks,we consider a multi-objective control problem of time-discrete systems with given starting and final states. the dynamics of the system are controlled by p actors (players). each of the players intends to minimize his own integral-time cost of the system's transitions using a certain admissible trajectory. nash equilibria conditions are derived and algorithms for solving dynamic games in positional form are proposed in this paper. the existence theorem for nash equilibria is related to the introduction of an auxiliary dynamic c-game. stationary and non-stationary cases are described. the paper concludes with a complexity analysis for that decision process.,European Journal of Operational Research,2007
8,"Algorithms, Graph Theory & Optimization","enhanced wfq algorithm with ( m,k )-firm guarantee","weighted fair queuing (wfq) is a good approximation of generalized processor sharing (gps) service principle, and can provide the delay guarantee when the bandwidth and the burst size are assured. thus, wfq can not satisfy the stringent delay requirement of some real-time networked applications with large burst size, such as video transmission. in order to better serve these applications, (m,k)-firm guarantee is integrated in qos architecture. a fluid scheduling algorithm, (m,k)-gps, and its packet approximating scheduling algorithm, (m,k)-wf2q ,are proposed. dropping some optional packets, they guarantee low delay to flows with large burst size. moreover, the fairness and computing complexity of (m,k)-wf2q are the same as wf2q.",international conference on embedded software and systems,2004
6,Signal Processing & Communications,on block-coded modulation with interblock memory,"block-coded modulation with interblock memory (bcmim) is a variation of block-coded modulation (bcm) which is designed for multilevel coding. by providing interblock memory between adjacent blocks, the coding rate of a bcmim scheme can be increased without decreasing the minimum squared euclidean distance (msed) as compared to the original bcm. in an early version of bcmim, interblock coding is provided only between the first two coding levels of adjacent blocks. in this paper, we design bcmim with a more general form for which interblock coding can be introduced among many coding levels. in this way, we can further increase the coding rate of bcmim without decreasing the msed. we provide many examples to show the advantages of bcmim with the general form. most of the examples are designed based on multidimensional signal sets, since a multidimensional signal set can provide more coding levels than a two-dimensional (2-d) signal set.",IEEE Transactions on Communications,1997
2,Machine Learning & Modeling,on caching search engine query results,"in this paper we explore the problem of caching of search engine query results in order to reduce the computing and i/o requirements needed to support the functionality of a search engine of the world wide web. we study query traces from the excite search engine and show that they have a significant amount of temporal locality that is, a significant percentage of the queries have been submitted more than once by the same or a different user. using trace-driven simulation we demonstrate that medium-size caches can hold the results of most of the frequently submitted queries. finally, we compare the effectiveness of static and dynamic caching and conclude that although dynamic caching can use large caches more effectively, static caching can perform better for (very) small caches.",Computer Communications,2001
8,"Algorithms, Graph Theory & Optimization",safe subspace screening for nuclear norm regularized least squares problems,"nuclear norm regularization has been shown very promising for pursing a low rank matrix solution in various machine learning problems. many efforts have been devoted to develop efficient algorithms for solving the optimization problem in nuclear norm regularization. solving it for large-scale matrix variables, however, is still a challenging task since the complexity grows fast with the size of matrix variable. in this work, we propose a novel method called safe subspace screening (sss), to improve the efficiency of the solver for nuclear norm regularized least squares problems. motivated by the fact that the low rank solution can be represented by a few subspaces, the proposed method accurately discards a predominant percentage of inactive subspaces prior to solving the problem to reduce problem size. consequently, a much smaller problem is required to solve, making it more efficient than optimizing the original problem. the proposed sss is safe, in that its solution is identical to the solution from the solver. in addition, the proposed sss can be used together with any existing nuclear norm solver since it is independent of the solver. extensive results on several synthetic and real data sets show that the proposed sss is very effective in inactive subspace screening.",international conference on machine learning,2015
1,Data Mining & Databases,capture and processing of high resolution 3d-data of sutra inscriptions in china,"modern high resolution 3d-measuring techniques are widely used in quality control and industrial production, because they allow precise and reliable inspection of objects. their potential to monitor surfaces, however, must not be restricted to industrial objects. also in cultural heritage applications a detailed and reliable spatial description of surfaces is often useful and opens up new possibilities for conservation, analysis or presentation of objects.#r##n##r##n#in the actual work we have considered buddhistic stone inscriptions (8th- 12th centuries) which are important cultural assets of china. they need to be documented, analyzed, interpreted and visualized archaeologically, art-historically and text-scientifically. on one hand such buddhistic stone inscriptions have to be conserved for future generations but on the other hand further possibilities for analyzing the data could be enabled when the inscriptions would be accessible to a larger community, for instance the understanding of the historical growth of buddhism in china.#r##n##r##n#in this article we show innovative techniques for the documentation and analysis of stone inscriptions located in the province of sichuan - south-west of china. the stone inscriptions have been captured using high precision 3d- measuring techniques what produces exact copies of the original inscriptions serving as base for further processing tasks. typical processing might be directed towards an improvement of the legibility of characters or may try to automatically detect individual letters, to automatically identify certain text passages or even to characterize the written elements with respect to a potential style of the monk or the executing stonemason. all these processing steps will support the interpretation of the inscriptions by the sinologists involved with the analysis and evaluation of the texts. the concept and features of the image processing applied on the captured inscription as well as the aims and the effect of an interpretation based on algorithms for identifying and analyzing the inscriptions are demonstrated. in order to present the outcome to a large community, the results of the stone inscription reconstruction, the done interpretation and additional 2d / 3d maps are published within an interactive web platform.",,2010
2,Machine Learning & Modeling,accelerating pattern matching for dpi,"pattern matching in network applications is characterized by intensive computation. in conventional hardware accelerating methods, performance versus cost is a trade-off. in this paper, we proposed a new hash-cam hybrid architecture using state-of-the-art fpga technology that is customized for a given pattern matching problem for dpi.",symposium on cloud computing,2007
7,Software Engineering & Web Systems,improving your cash flow: the computer algebra shell,"this paper describes cash (the computer algebra shell), a new interface that allows haskell programmers to access the complete functionality of a number of computer algebra systems directly and interactively. using cash, haskell programmers can access previouslyunavailable mathematical software. additionally, users of computer algebra systems can exploit the rapidly growing haskell code base and its rich set of libraries. in particular, cash provides a simple and effective interface for users of computer algebra systems to parallelise their algorithms using domain-specific skeletons written in haskell.",implementation and application of functional languages,2010
7,Software Engineering & Web Systems,zen-cc: an automated and incremental conformance checking solution to support interactive product configuration,"in the context of product line engineering (ple), providing immediate feedback on the correctness of a manual configuration step to users has a practical impact on whether a configuration process with tool support can be successfully adopted in practice. model-based ple has brought opportunities to enable automated product configuration and derivation for large-scale systems/software, in which models are used as the abstract specification of commonalities and variabilities of products of a product line. in our previous work, we have proposed a uml-based variability modeling methodology and an interactive configuration process. based on these work, in this paper, we propose an automated and incremental conformance checking approach to ensure that the manual configuration to each variation point conforms to a set of pre-defined conformance rules specified in ocl. the proposed approach, called zen-cc is implemented as a component of our product configuration and derivation tool, named as zen-configurator. the proposed approach is evaluated with two real-world case studies and results showed that the performance of zen-cc is significantly better than a baseline algorithm checking all the conformance rules at each configuration step. moreover, the performance of zen-cc rarely varies during the configuration process, suggesting that our approach is scalable for configuring products with a large number of configuration points.",international symposium on software reliability engineering,2014
2,Machine Learning & Modeling,maximum genus embeddings of steiner triple systems,we prove that for n > 3 every sts(n) has both an orientable and a nonorientable embedding in which the triples of the sts(n) appear as triangular faces and there is just one additional large face. we also obtain detailed results about the possible automorphisms of such embeddings.,European Journal of Combinatorics,2005
5,Education & Learning Analytics,to select or to weigh: a comparative study of linear combination schemes for superparent-one-dependence estimators,"we conduct a large-scale comparative study on linearly combining superparent-one-dependence estimators (spodes), a popular family of seminaive bayesian classifiers. altogether, 16 model selection and weighing schemes, 58 benchmark data sets, and various statistical tests are employed. this paper's main contributions are threefold. first, it formally presents each scheme's definition, rationale, and time complexity and hence can serve as a comprehensive reference for researchers interested in ensemble learning. second, it offers bias-variance analysis for each scheme's classification error performance. third, it identifies effective schemes that meet various needs in practice. this leads to accurate and fast classification algorithms which have an immediate and significant impact on real-world applications. another important feature of our study is using a variety of statistical tests to evaluate multiple learning methods across multiple data sets.",IEEE Transactions on Knowledge and Data Engineering,2007
2,Machine Learning & Modeling,automatic generation of context-based fill-in-the-blank exercises using co-occurrence likelihoods and google n-grams,"in this paper, we propose a method of automatically generating multiple-choice fill-inthe-blank exercises from existing text passages that challenge a reader’s comprehension skills and contextual awareness. we use a unique application of word co-occurrence likelihoods and the google n-grams corpus to select words with strong contextual links to their surrounding text, and to generate distractors that make sense only in an isolated narrow context and not in the full context of the passage. results show that our method is successful at generating questions with distractors that are semantically consistent in a narrow context but inconsistent given the full text, with larger n-grams yielding significantly better results.",north american chapter of the association for computational linguistics,2016
2,Machine Learning & Modeling,an evaluation of personality type pairings to improve video game enjoyment,we examined the effects of personality pairings on enjoyment within two video game scenarios. it was hypothesized that one would enjoy playing with another person who possesses a personality type similar to their own and in a game scenario that matched their personality type. results showed that cooperative pairings particularly enjoyed playing together. implications for game design could include a personality survey to maximize enjoyment.,international conference on computer graphics and interactive techniques,2014
0,Networking & Wireless Communication,manifold learning algorithms for localization in wireless sensor networks,"if a dense network of static wireless sensors is deployed to measure a time-varying isotropic random field, then sensor data itself, rather than range measurements using specialized hardware, can be used to estimate a map of sensor locations. furthermore, distributed and scalable sensor localization algorithms can be derived. we apply the manifold learning algorithms, isomap, locally linear embedding (lle), and hessian lle (hlle). the hlle-based estimator demonstrates the best bias and variance performance, but may not be robust for all random sensor deployments.","international conference on acoustics, speech, and signal processing",2004
6,Signal Processing & Communications,layered compress-and-forward cooperation in wireless multicast with m-ary pam transmissions,"we consider a relay-aided wireless multicast channel in which all transmissions are constrained to be drawn from m-ary pam constellations. in order to deal with heterogeneous channel conditions at different receivers, we propose a practical layered compress-and-forward (cf) scheme that utilizes scalar quantization concatenated with slepian-wolf coding. exploiting the inherent unequal protection provided to different bit-planes of an m-ary pam constellation, the layering is accomplished through an intelligent mapping of the quantization bits to the relay's transmission symbols. this allows users to adapt by extracting as many cf cooperation layers as allowed by the channel conditions. by analyzing information theoretic performance, we find that the proposed scheme performs significantly better than the traditional unlayered cf for a wide variety of channel conditions; our best results indicate a performance gap of 1.1 db between the two.",global communications conference,2014
1,Data Mining & Databases,issues in applying data mining to grid job failure detection and diagnosis,"as grid computation systems become larger and more complex, manually diagnosing failures in jobs becomes impractical. recently, machine-learning techniques have been proposed to detect a variety of application failures in grids. while this is a promising approach, there are many options as to how to apply machine learning to this problem, and it not always obvious which approaches are feasible or effective. we explore some issues that arise when we try to apply existing implementations of data mining algorithms to diagnose as well as predict job failures in grids. we demonstrate that a) it is feasible to gather enough data in real-time to train useful classifier algorithms, using only a small fraction of the grid's computational resources, b) it is important to choose the features used for classification with care, and c) it is useful to have both per-user and system-wide classifiers, as they diagnose different kinds of problems. we illustrate all these issues using a prototype system that runs over the condor grid computation platform [3].",high performance distributed computing,2008
4,Computer Vision & Image Processing,fast: fast adaptive silhouette area based template matching,"template matching is a well-proven approach in the area of articulated object tracking. matching accuracy and computation time of template matching are essential and yet often conflicting goals. in this paper, we present a novel, adaptive template matching approach based on the silhouette area of the articulated object. with our approach, the ratio between accuracy and speed simply is a modifiable parameter, and, even at high accuracy, it is still faster than a state-of-the-art approach. we approximate the silhouette area by a small set of axis-aligned rectangles. utilizing the integral image, we can thus compare a silhouette with an input image at an arbitrary position independently of the resolution of the input image. in addition, our rectangle covering yields a very memory efficient representation of templates. furthermore, we present a new method to build a template hierarchy optimized for our rectangular representation of template silhouettes. with the template hierarchy, the complexity of our matching method for n templates is o(log n) and independent of the input resolution. for example, a set of 3000 templates can be matched in 2.3 ms. overall, our novel methods are an important contribution to a complete system for tracking articulated objects.",british machine vision conference,2010
8,"Algorithms, Graph Theory & Optimization",on the girth of random cayley graphs,"we prove that random d-regular cayley graphs of the symmetric group asymptotically almost surely have girth at least (logd-1|g|)1-2-2 and that random d-regular cayley graphs of simple algebraic groups over fq asymptotically almost surely have girth at least log d-1|g|-dim(g). for the symmetric p-groups the girth is between loglog |g| and (log |g|)α with α < 1. several conjectures and open questions are presented. © 2009 wiley periodicals, inc. random struct. alg., 2009",Random Structures and Algorithms,2009
1,Data Mining & Databases,self-adaptive data collection and fusion for health monitoring based on body sensor networks,"in the past few years, wireless body sensor networks (wbsns) emerged as a low-cost solution for healthcare applications. in wbsns, biosensors collect periodically physiological measurement and send them to the coordinator where the data fusion process takes place. however, processing the huge amount of data captured by the limited lifetime biosensors and taking the right decisions when there is an emergency are major challenges in wbsns. in this paper, we introduce a biosensor data management framework, starting from data collection to decision making. first, we propose an adaptive data collection approach on the biosensor node level. this approach uses an early warning score system to optimize data transmission and estimates in real time the sensing frequency. second, we present a data fusion model on the coordinator level using a decision matrix and fuzzy set theory. to evaluate our approach, we conducted multiple series of simulations on real sensor data. the results show that our approach reduces the amount of collected data, while maintaining data integrity. in addition, we show the impact of sampling and filtering data on the accuracy of the taken decisions and compare our data fusion approach with a basic decision tree algorithm.",IEEE Transactions on Industrial Informatics,2016
0,Networking & Wireless Communication,tieger: an energy-efficient multi-parameter geographic routing algorithm,"geographic routing algorithms conventionally use one-hop greedy forwarding as their primary routing technique, which might lead to routing voids. secondary routing schemes used to circumnavigate such routing voids are unfortunately not efficient in terms of throughput and energy consumption. moreover, node residual energy and link quality are not considered during the routing process. this paper presents two-hop information based energy- efficient geographic routing (tieger) scheme to achieve effective energy balancing throughout the network, while preventing routing voids by proactively avoiding ""local maxima"" nodes. distance to reach destination, node connectivity, link quality, and node residual energy are employed to formulate the routing metric for the tieger. besides, secondary routing scheme dealing with routing voids is supplemented by the reverse progress mode. simulations verify the advantages of tieger against conventional geographic routing schemes.",vehicular technology conference,2012
